검사분류코드,검사분류명,검사항목코드,검사항목명,참고치,단위,기본검체,검체용기 이미지,검체용기,주의사항,시행일,접수마감시간,보고소요시간,검사방법,검사의의,비고,동의어,오더가능여부,시행여부
L26,FISH검사,L2669,"RARA rearrangement, FISH",<1.5,%,"Heparin BM 5-8 mL, 말초혈액, Tissue도 가능",이미지,,"채혈후 1-2시간 이내 검사실의뢰, 냉장보관","월~금,토","오후5시,오전 10시",7일,간기핵 FISH,"t(15;17)은 APL(acute promyelocytic leukemia)에 특이적으로 나타나는 염색체 이상이다. 현재 t(15;17)을 찾아내는 PML/RARA FISH는 양성 수치가 높은 APL 신환인 경우 문제가 안되나 치료 후 F/U인 경우에는 equivocal인 경우가 많아 remission 판정에 어려움이 있습니다. RARA split은 이러한 단점을 보완하고 t(15;17) 이외에 APL에서 나타나는 t(11;17), t(15;17)이 있을 경우에도 RARA gene의 재배열을 찾아낼 수 있는 장점이 있습니다. 본 검사는 세포의 간기 핵이나 중기 염색체에 17번 염색체의 RARA 유전자의 DNA probe를 보합결합 반응시키는 dual-color FISH법으로 RARA gene의 split 여부를 찾아냄으로써 양성세포의 존재를 검사합니다.",,RARA FISH,예,시행중
L26,FISH검사,L2667,"Rb1(13q14) deletion, FISH","unilateral deletion <6, trisomy <2",%,"Heparin Blood 5-8 mL, BM, Tissue도 가능",이미지,,"채혈후 1-2시간 이내 검사실의뢰, 냉장보관","월~금,토","오후5시,오전 10시",7일,간기핵 FISH,Multiple myeloma(MM)에서 나타나는 염색체 변화는 conventional cytogenetics 로 약 40% 전후에서 관찰되나 분열간기 세포를 이용하는 FISH 방법으로 약 90% 에서 확인할 수 있음. 본 검사는 MM 에서 나타나는 염 색체 변화 중 가장 흔한 13번 염색체의 q14 band 부위의 Rb1(retinoblastoma) 유전자에 대한 형광 소식자를 이용하여 이 유전자의 결실 여부를 FISH 법을 이용하여 확인한다.,,RB1 FISH,예,시행중
L20,일반혈액,L2002,RBC,"성인19세이상> M 4.2-6.3,F 4.0-5.4, 소아> Birth (cord blood):3.9-5.5 1 to 3 days (capillary):4.0-6.6 1 week:3.9-6.3 2 week:3.6-6.2 1 months:3.0-5.4 2 months:2.7-4.9 3 to 6 months:3.1-4.5 0.5 to 2 years:3.7-5.3 3 to 6 years:3.9-5.3 7 to 12 years:4.0-5.2 13 to 18 years m:4.5-5.3 f:4.1-5.1",×10^6/ul,EDTA blood 3 mL,이미지,EDTA,,"(본원)매일, (암병원)월~금/토, (소아)매일","(본원)검사24시간가능, (암병원)오후6시/낮12시, (소아)검사24시간가능","(본원)당일, (암병원) 접수 후 1시간이내, (소아)당일","본원: Sysmex XN-9000,ADVIA-2120i 암병원: Sysmex XE-2100,DXH-800 소아: XN-2000","↑: 진성적혈구 증다증, 이차성 적혈구 증다증, 폐기종, 심한 운동후, 탈수상태, 고산지역 주민 ↓: 빈혈",,"RBC (Erythrocyte), 적혈구",예,시행중
L37,특수화학검사,L3791,RBC membrane protein,보고서 참조,,EDTA blood 8 mL(4mL EDTA tube * 2개),이미지,,,검사 의뢰 시,"월-금 4시, 토11시",3주 이내,MS profiling,"빈혈의 원인 중 적혈구 막단백 결핍 또는 이상에 의한 질환(선천성 구상적혈구증, 선천성 타원적혈구증 등)의 확진. 비전형적 선천성 용혈빈혈에서 적혈구 막단백 질환의 확진.",[2012.9.5]검사시작,적혈구 막단백,아니오,시행중
L20,일반혈액,L2005,RDW,11.5-14.5,%,EDTA blood 3 mL,이미지,,,"(본원)매일, (암병원)월~금/토, (소아)매일","(본원)검사24시간가능, (암병원)오후6시/낮12시, (소아)검사24시간가능","(본원)당일, (암병원)접수후 1시간이내/접수후 1시간이내, (소아)당일","본원: Sysmex XN-9000,ADVIA-2120i 암병원: Sysmex XE-2100,DXH-800 소아: XN-2000","Anisocytosis 정도를 반영. 철결핍성 빈혈, 거대적아구성 빈혈등 다양한 빈혈에서 증가. 치료가 적절히 진행되면 정상화된다.",,"red cell volume distribution width, 적혈구 용적 분포 폭",예,시행중
M32,수혈혈액요청,M3201,Red blood cell (320ml),,,,이미지,"항응고제: CPDA-1, 실제용량: 190±20 mL",보존온도 : 1-6℃ 유효기간 : 채혈 후 35일,매일,,당일 출고,참조: 수혈지침서 10th & 수혈가이드라인 2nd,참조: 수혈지침서 10th & 수혈가이드라인 2nd,"RBC 320, 농축적혈구",,예,시행중
M32,수혈혈액요청,M3241,Red blood cell (400ml),,,,이미지,"항응고제: CPDA-1, 실제용량: 250±25 mL",보존온도 : 1-6℃ 유효기간 : 채혈 후 35일,매일,,당일 출고,참조: 수혈지침서 10th & 수혈가이드라인 2nd,참조: 수혈지침서 10th & 수혈가이드라인 2nd,"RBC 400, 농축적혈구",,예,시행중
L30,일반화학(1),L3070,Renal Panel,각 항목 참조,각 항목 참조,SST blood,이미지,SST blood 5mL,용혈,(본원) 매일,매일,월-금,(본원) 24시간 검사 가능,24시간 검사 가능,월-금 : 17시까지 접수,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,접수마감시간 이내 검체 : 당일 2시간 이내 / 접수마감시간 이후 검체 : 익일 결과 보고
L30,일반화학(1),L3074,Renal Panel(CO2제외),각 항목 참조,각 항목 참조,SST blood,이미지,SST blood 5mL,,(본원) 매일,매일,월-금,(본원) 24시간 검사 가능,24시간 검사 가능,월-금 : 17시까지 접수,(본원) 접수 후 2시간 이내,접수 후 2시간 이내,접수마감시간 이내 검체 : 당일 2시간 이내 / 접수마감시간 이후 검체 : 익일 결과 보고
L71,외주검사,L7260,"Respiratory synctial virus Ab, IgM(외주)",남 참고치 : Negative~ Negative 여 참고치 : Negative~ Negative,Index,Serum 4 ml,이미지,14. Serum-4.0,냉장,"화, 목",검사 시행일 전날 오후 3시,12일,EIA,"RSV 는 유아나 소아의 하기도 질환의 가장 흔한 원인 중의 하나이며, 호흡기 질환이 있는 유아의 돌연사와 관련있는 것으로 알려져 있다. 어른에서는 독감 증상을 일으키며, 기관지폐렴이나 만성 기관지염의 악화를 일으킬 수 있다. 항체가 있어도 감염을 막을 수 있는 능력은 없는 것으로 생각된다.",녹십자의뢰 외주검사 (☏.578-0131),RSV Ab IgM,예,시행중
L44,바이러스배양,L4403,Respiratory Syncytial V. culture,,,호흡기검체,이미지,"Conicaltube 15mL, virus 수송배지",면봉 검체는 바이러스 운송배지 (UTM virus transtort media) 사용,월-금 / 토-일,오후 5시 / 오후 3시,3~5일 / 5~7일,Shell vial culture 후 면역형광염색(IFA) 확인,Respiratory syncytial virus 에 의한 소아의 bronchiolitis 의 진단,,"RSV,Respiratory Syncytial Virus, culture,배양, 바이러스",예,시행중
L25,분자유전학,L25153,"Respiratory syncytial virus, RT-nested PCR",Negative,,"Sputum, BAL fluid, Bronchial, Nasopharyngeal Asp, Nasopharyngeal swab, Transtrach Asp.: 2mL 냉장보관",이미지,,,월-토,"월-금(오후5시),토(오후12시30분)",3일,Multiplex PCR,.유전자와 검사 : respiratory syncytial virus(RSV)의 RNA 를 multiplex PCR 로 검출함. .관련질환과 의의 : RSV 는 영아 및 소아의 호흡기 감염의 주요 원인임. RSV 를 신속하게 확인하여 환자의 진단 및 치료에 도움이 되도록 함.,,RSV,예,시행중
L71,외주검사,L7259,"Respiratory syntcytial virus Ab, IgG(외주)",남 참고치 : Negative~ Negative 여 참고치 : Negative~ Negative,Index,Serum 4 ml,이미지,14. Serum-4.0,냉장,"화, 목",검사 시행일 전날 오전 11시,3일,EIA,"RSV 는 유아나 소아의 하기도 질환의 가장 흔한 원인 중의 하나이며, 호흡기 질환이 있는 유아의 돌연사와 관련있는 것으로 알려져 있다. 어른에서는 독감 증상을 일으키며, 기관지폐렴이나 만성 기관지염의 악화를 일으킬 수 있다. 항체가 있어도 감염을 막을 수 있는 능력은 없는 것으로 생각된다.",녹십자의뢰 외주검사 (☏.578-0131) [2009.1.2 접수분 참고치변경] 기존 : Negative 변경 : Negative:<8 Equivocal : 8~12 Positive : >12(Index) [2019.03.01]의뢰처 및 참고치 변경 기존: 녹십자의료재단 -> 변경: SCL 기존: Negative: <8 Equivocal : 8~12 Positive : >12(Index) 변경: Negative <0.8 Equivocal 0.8-1.2 Positive >1.2(Index),RSV IgG,예,시행중
L25,분자유전학,L25151,"Respiratory virus, PCR Panel",Negative,,"Sputum, BAL fluid, Bronchial, Nasopharyngeal Asp, Nasopharyngeal swab, Transtrach Asp.: 2mL 냉장보관",이미지,,,월-토,"월-금(오후5시),토(오후12시30분)",3일,Multiplex PCR,". 유전자와 검사: 아래의 호흡기 바이러스를 multiplex PCR 로 검출함. - 대상 바이러스: influenza virus A, B, parainfluenza virus 1,2,3, respiratory syncytial virus A, B. adenovirus . 관련질환과 의의: 호흡기감염증 의심시 분자진단에 의한 상기 바이러스의 검출은 기존의 검사방법인 바이러스배양 및 면역형광염색을 이용한 항원검사보다 비교적 높은 감수성을 보이고, 신속한 결과 보고가 가능함.",,호흡기 바이러스,예,시행중
L20,일반혈액,L2011,Reticulocyte,M : 0.6-2.1 F : 0.5-1.8,%,EDTA blood 3 mL,이미지,,,"(본원)매일, (암병원)월~금/토, (소아)매일","(본원)검사24시간가능, (암병원)오후6시/낮12시, (소아)검사24시간가능","(본원)당일, (암병원)접수후 1시간이내/접수후 1시간이내, (소아)당일",본원: Sysmex XN-9000 암병원: Sysmex XE-2100 소아: XN-2000,"1) 골수의 적혈구 생성을 알아보는 효과적인 방법. 2) 빈혈의 병태생리별 분류 3) ↓: 재생불량성 빈혈, 악성빈혈, 골수 무형성증, 백혈병, 감염, 방사선이나 어떤 약물로 인한 골수 장애 4) ↑: 용혈성 빈혈, 급성 실혈, 치료중의 결핍성 빈혈 환자, thalassemia, sideroblastic anemia, 골수 침습 질환","기존 :M 0.5-1.5, F 0.5-2.0 [참고치변경]2009.8.5",망상적혈구,예,시행중
L20,일반혈액,L2015,Reticulocytes Panel,"Reticulocyte: M 0.6-2.1, F 0.5-1.8 IRF : <20.0 HFR : <3.0 MFR : <17.0",%,EDTA blood 3 mL,이미지,,,"(본원)매일, (암병원)월~금/토, (소아)매일","(본원)검사24시간가능, (암병원)오후6시/낮12시, (소아)검사24시간가능","(본원)당일, (암병원)접수후 1시간이내/접수후 1시간이내, (소아)당일",본원: Sysmex XN-9000 암병원: Sysmex XE-2100 소아: XN-2000,"증가되는 경우: 1) erythropoiesis 증가(출혈, 용혈, 빈혈 치료 후 등) 2) Reticulocytes 의 maturation defect (dyserythropoiesis) 감소되는 경우: 골수 조혈 불량 (재생 불량성 빈혈, 조혈 억제 약제 투여 등) 임상적 의의 : 1) chemotherapy, immunosuppression 후 hemopoiesis의 monitoring 2) erythropoietin 치료의 monitoring 3) 빈혈 환자에서 iron, vitamin B12, folate 치료의 monitoring 4) 빈혈의 감별진단","*Reticulocyte, IRF(Immature Reticulocyte Fraction) 보고 *IRF = HFR(High Fluorescence Ratio) + MFR(Middle Fluorescence Ratio) [2003.11.17] 참고치변경: IRF <28.4 -> <20.0 HFR <3.4 -> <3.0 MFR <25.0 -> <17.0","망상적혈구 패널(IRF, HFR, MFR, reticulocyte, reticulocyte number, reticulocyte Hb)",예,시행중
L25,분자유전학,L25344,"Retinoblastoma, RB1 sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, Sequencing","1. 유전자: RB1 [retinoblastoma 1; 13q14.2; Gene ID 5925] 2. 분자진단검사: RB1 유전자 exon 1-27의 5'UTR, coding region과 그 flanking region의 염기서열을 검사함. 3. 관련 질환: Retinoblastoma 4. 배경, 의의:Retinoblastoma는 보통 5세 미만의 소아에서 발생하는 악성 종양으로 단측성 발병이 약 60%이고, 양측성 발병이 약 40%를 차지함. Retinoblastoma는 RB1 유전자의 양쪽 allele에 mutation이 존재하는 cell에서 발병함. 본 검사는 RB1 유전자의 promotor region과 전체 coding exons을 염기서열검사법으로 검사하여 retinoblastoma 환자의 약 86-91%에서 germline mutation을 검출하여 확진이 가능함. 이 검사를 통해 질환이 의심되는 가족성 환자와 산발성 환자에서 확진이 가능할뿐만 아니라 돌연변이가 발견되는 가족에서 산전 진단도 가능함. 그러나 약 5%정도의 환자는 chromosome level의 deletion 또는 rearrangement에 의한 발병으로 chromosome analysis 또는 FISH 검사가 필요하다.",[2011.1.5]신규등록,,예,시행중
L25,분자유전학,L25237,"Retinoschisis, RS1 sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing","1. 유전자: RS1 [retinoschisis (X-linked, juvenile) 1; Xp22.2-p22.1; GeneID: 6247] 2. 분자진단검사: 상기유전자의 exons 1-6 의 5'UTR 과 coding region 및 그 flanking region 의 염기서열을 direct sequencing 과 gene dosage 법으로 검사함 3. 관련 질환: X-Linked Juvenile Retinoschisis 4. 배경, 의의: X-Linked Juvenile Retinoschisis(X 염색체관련 연소망막층간분리)는 X 염색체 열성으로 유전되며, 주로 어린이 시기에 발견된다. 증상은 양안의 시력 저하, 망막층간분리, 때로 망막박리가 일어날 수 있는 질환임 RS1 유전자는 현재까지 알려진 이 질환의 유일한 원인 유전자임. 본 검사로 이 질환이 의심되는 환자의 약 90% 이상에서 돌연변이가 발견되어 확진이 가능하며, 돌연변이가 발견되는 가족에서 산전진단도 가능함. 약 5-10% 의 환자에서는 돌연변이가 발견되지 않으며, 다른 유전자가 관련될 것으로 추정되고 있음.",,,예,시행중
L25,분자유전학,L25107,"RETT syndrome, MECP2 sequencing",Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",8주(추가검사 필요시 10주),"PCR, sequencing",".유전자: MECP2 (methyl CpG binding protein 2, Xq28) . DNA 검사: 염기서열검사 (전체 exon 1-4) . 관련 질환: RETT syndrome . 배경, 의의: 특히 여아의 신경발달 장애의 많은 원인인 RETT 증후군에서 MECP2 유전자의 원인 돌연변이를 검사함.",,,예,시행중
L70,혈액은행검사,L7021,Rh typing,,,6 mL용 EDTA blood,이미지,,"채혈당일 접수, 채혈자 스티커 반드시 부착 (채혈자 및 환자의 성명, 환자가 알고 있는 혈액형 반드시 기록)",월-일,오후12:00,1일,Microplate법 & 시험관법,"용혈성수혈반응, 태아신생아용혈성질환의 예방과 치료 및 수혈, 장기이식, 조혈모세포이식 전 RhD 혈액형을 확인하기 위해 실시한다.",,Rh 혈액형 검사 RhD 혈액형 검사,예,시행중
L25,분자유전학,L25164,RhCcEe genotyping,Negative,,EDTA blood 6 mL,이미지,,"1일내 실온 보관 및 운송, 유전자검사 동의서",월-토,"월-금(오후5시),토(오후12시30분)",3주(추가검사 필요시 4주),Allele specific PCR,"1. 대상유전자: RHCE [Rhesus blood group CcEe blood group antigens; 1p36.11; Gene ID 6006] 2. 분자진단검사: RhCcEe 에 특이적인 polymorphism 을 검사함. 3. 관련질환: 용혈성빈혈, 신생아 용혈성 질환 4. 배경, 의의: 전통적으로 RhCcEe 혈액형은 혈청학적으로 검사하였음. 본 검사는 RHCE 유전자의 polymorphism 을 검사하여 RhCcEe 혈액형을 결정하고 용혈성빈혈과 신생아 용혈성질환 진단, 감별진단, 산전진단에 사용함.",,Rh 혈액형,예,시행중
L70,혈액은행검사,L7028,RhD Ab titer,,,6 mL용 EDTA blood,이미지,,채혈즉시 접수,월-일,오후12:00,1일,Column Agglutination,RhD 음성자가 수혈이나 임신을 통해 RhD 항원에 감작되어 생성한 항-D (anti-D) 항체의 역가를 측정하는 검사이다.,"[기본검체 변경 2010.6.1] 기존: Plain blood 4 mL, 변경: 6mL용EDTA tube",Anti-D titration Anti-D titer test Rh 항체 역가 검사 항-D 항체 역가 검사,예,시행중
L51,혈청검사,L5103,Rheumatoid factor,Negative (< 15 IU/mL),IU/mL,SST blood,이미지,SST blood 5mL,,(본원) 월-토,(본원) 월-금 : 16시까지 접수,토요일 : 11시까지 접수,(본원) 접수마감시간 이내 검체 : 당일 2시간 이내,접수마감시간 이후 검체 : 익일 결과 보고,Immunoturbidemetry,류마티스 관절염(rheumatoid arthritis) 환자의 약 80%에서 양성반응을 나타내며 RF 양성인 류마티스 관절염 환자는 RF 음성인 환자에 비해 예후가 나쁜 것으로 알려져 있다.,"밖에 Sjogren 증후군, 루푸스(lupus) , 간염, 간경화증, 심내막염, 만성골수염 등과 같은 질환에서도 양성반응을 나타낼 수 있다.",약 4%에서 낮은 역가의 양성반응을 나타낼 수 있으며 연령이 증가할수록 양성율이 높다.
